INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
257356,857852,793513,3.3333,3.0833,0.925,15089,1131,0.075,0.0586,0.0176,0.019,0,0,0.5039,0.0,0.0,0.0,31896,16125,0.5055,0.1239,0.0372,0.0402,517,0,0.9519,0.002,0.0006,0.0007,0,0,0.5199,0.0,0.0,0.0,32547,15719,0.483,0.1265,0.0379,0.041,10887,5005,0.4597,0.0423,0.0127,0.0137,0,0,0.5059,0.0,0.0,0.0,12713,6942,0.5461,0.0494,0.0148,0.016,94163,33285,0.3535,0.3659,0.1098,0.1187,16651,8354,0.5017,0.0647,0.0194,0.021,214463,86561,0.4036,0.8333,0.25,0.2703,No,1,0,0,1,0,654,0
154697,297495,1201880,1.9231,7.7693,4.04,7434,3025,0.4069,0.0481,0.025,0.0062,0,0,0.5037,0.0,0.0,0.0,23002,14469,0.629,0.1487,0.0773,0.0191,0,0,0.666,0.0,0.0,0.0,0,0,0.5316,0.0,0.0,0.0,16915,8040,0.4753,0.1093,0.0569,0.0141,6465,4332,0.6701,0.0418,0.0217,0.0054,0,0,0.5062,0.0,0.0,0.0,6754,3074,0.4551,0.0437,0.0227,0.0056,49575,28627,0.5774,0.3205,0.1666,0.0412,8853,4452,0.5029,0.0572,0.0298,0.0074,118998,66019,0.5548,0.7692,0.4,0.099,No,1,0,0,1,0,558,1
42325,609480,33860,14.4,0.8,0.0556,1051,401,0.3815,0.0248,0.0017,0.031,0,0,0.5048,0.0,0.0,0.0,7643,3918,0.5126,0.1806,0.0125,0.2257,0,0,0.6467,0.0,0.0,0.0,718,406,0.5655,0.017,0.0012,0.0212,8571,4024,0.4695,0.2025,0.0141,0.2531,4420,298,0.0674,0.1044,0.0073,0.1305,15948,8071,0.5061,0.3768,0.0262,0.471,420,210,0.5,0.0099,0.0007,0.0124,0,0,0.4826,0.0,0.0,0.0,3554,1789,0.5034,0.084,0.0058,0.105,42325,19117,0.4517,1.0,0.0694,1.25,Low,1,0,0,1,0,642,0
372642,1490568,1521622,4.0,4.0833,1.0208,41469,28024,0.6758,0.1113,0.0278,0.0273,0,0,0.5056,0.0,0.0,0.0,54721,36211,0.6617,0.1468,0.0367,0.036,0,0,0.5683,0.0,0.0,0.0,0,0,0.5355,0.0,0.0,0.0,45103,25155,0.5577,0.121,0.0303,0.0296,18236,8860,0.4859,0.0489,0.0122,0.012,0,0,0.506,0.0,0.0,0.0,16637,8329,0.5006,0.0446,0.0112,0.0109,114252,66144,0.5789,0.3066,0.0766,0.0751,20117,10071,0.5006,0.054,0.0135,0.0132,310535,182794,0.5886,0.8333,0.2083,0.2041,No,1,0,0,1,0,673,0
24650,290870,27115,11.8,1.1,0.0932,368,26,0.0707,0.0149,0.0013,0.0136,0,0,0.4981,0.0,0.0,0.0,5001,3095,0.6189,0.2029,0.0172,0.1844,0,0,1.3414,0.0,0.0,0.0,343,158,0.4606,0.0139,0.0012,0.0126,4867,2530,0.5198,0.1974,0.0167,0.1795,2276,1697,0.7456,0.0923,0.0078,0.0839,0,0,0.5062,0.0,0.0,0.0,198,108,0.5455,0.008,0.0007,0.0073,9770,5470,0.5599,0.3963,0.0336,0.3603,1827,920,0.5036,0.0741,0.0063,0.0674,24650,14004,0.5681,1.0,0.0847,0.9091,Low,1,0,0,1,0,601,1
13222,134624,3606,10.1818,0.2727,0.0268,920,920,1.0,0.0696,0.0068,0.2551,0,0,0.4998,0.0,0.0,0.0,3616,2396,0.6626,0.2735,0.0269,1.0028,0,0,0.5468,0.0,0.0,0.0,213,98,0.4601,0.0161,0.0016,0.0591,3390,1919,0.5661,0.2564,0.0252,0.9401,2620,1246,0.4756,0.1982,0.0195,0.7266,0,0,0.5062,0.0,0.0,0.0,121,66,0.5455,0.0092,0.0009,0.0336,0,0,0.3363,0.0,0.0,0.0,1140,572,0.5018,0.0862,0.0085,0.3161,12020,7217,0.6004,0.9091,0.0893,3.3333,Low,1,0,0,1,0,600,0
51157,35810,342752,0.7,6.7,9.5714,6435,2764,0.4295,0.1258,0.1797,0.0188,3703,1855,0.5009,0.0724,0.1034,0.0108,16186,10777,0.6658,0.3164,0.452,0.0472,126,126,1.0,0.0025,0.0035,0.0004,0,0,0.5416,0.0,0.0,0.0,3459,1611,0.4657,0.0676,0.0966,0.0101,838,181,0.216,0.0164,0.0234,0.0024,0,0,0.5062,0.0,0.0,0.0,1280,640,0.5,0.025,0.0357,0.0037,17282,8484,0.4909,0.3378,0.4826,0.0504,1848,929,0.5027,0.0361,0.0516,0.0054,51157,27367,0.535,1.0,1.4286,0.1493,No,1,1,0,1,0,559,0
8917,991,7926,0.1111,0.8889,7.998,505,266,0.5267,0.0566,0.5096,0.0637,4299,2170,0.5048,0.4821,4.338,0.5424,2103,1300,0.6182,0.2358,2.1221,0.2653,0,0,0.5933,0.0,0.0,0.0,0,0,0.5433,0.0,0.0,0.0,2269,1177,0.5187,0.2545,2.2896,0.2863,242,185,0.7645,0.0271,0.2442,0.0305,0,0,0.5062,0.0,0.0,0.0,0,0,0.4873,0.0,0.0,0.0,0,0,0.9627,0.0,0.0,0.0,490,247,0.5041,0.055,0.4945,0.0618,9908,5345,0.5395,1.1111,9.998,1.2501,No,1,0,0,1,0,594,1
12570,116555,15998,9.2725,1.2727,0.1373,1058,774,0.7316,0.0842,0.0091,0.0661,0,0,0.5029,0.0,0.0,0.0,3223,1672,0.5188,0.2564,0.0277,0.2015,0,0,1.4231,0.0,0.0,0.0,249,101,0.4056,0.0198,0.0021,0.0156,3939,2030,0.5154,0.3134,0.0338,0.2462,1290,0,0.6034,0.1026,0.0111,0.0806,0,0,0.5061,0.0,0.0,0.0,180,90,0.5,0.0143,0.0015,0.0113,0,0,0.555,0.0,0.0,0.0,1488,752,0.5054,0.1184,0.0128,0.093,11427,5419,0.4742,0.9091,0.098,0.7143,Low,1,0,0,1,0,600,0
171333,331244,228444,1.9333,1.3333,0.6897,3732,1185,0.3175,0.0218,0.0113,0.0163,3861,1936,0.5014,0.0225,0.0117,0.0169,32277,25030,0.7755,0.1884,0.0974,0.1413,0,0,0.9492,0.0,0.0,0.0,0,0,0.5847,0.0,0.0,0.0,15147,7408,0.4891,0.0884,0.0457,0.0663,2941,226,0.0768,0.0172,0.0089,0.0129,20757,10506,0.5061,0.1212,0.0627,0.0909,5882,3212,0.5461,0.0343,0.0178,0.0257,21888,3386,0.1547,0.1278,0.0661,0.0958,7737,3878,0.5012,0.0452,0.0234,0.0339,114222,56767,0.497,0.6667,0.3448,0.5,No,1,0,0,1,0,608,0
102302,102302,235295,1.0,2.3,2.3,17660,13201,0.7475,0.1726,0.1726,0.0751,9003,4533,0.5035,0.088,0.088,0.0383,27338,14038,0.5135,0.2672,0.2672,0.1162,0,0,0.7516,0.0,0.0,0.0,0,0,0.5692,0.0,0.0,0.0,10817,6284,0.5809,0.1057,0.1057,0.046,3299,2230,0.676,0.0322,0.0322,0.014,25916,13116,0.5061,0.2533,0.2533,0.1101,3754,1879,0.5005,0.0367,0.0367,0.016,0,0,0.4491,0.0,0.0,0.0,4515,2274,0.5037,0.0441,0.0441,0.0192,102302,57555,0.5626,1.0,1.0,0.4348,No,1,0,0,1,0,623,0
122275,442073,799493,3.6154,6.5385,1.8085,6558,3897,0.5942,0.0536,0.0148,0.0082,0,0,0.5031,0.0,0.0,0.0,9981,5147,0.5157,0.0816,0.0226,0.0125,0,0,0.7835,0.0,0.0,0.0,5647,2793,0.4946,0.0462,0.0128,0.0071,10933,5667,0.5183,0.0894,0.0247,0.0137,3776,1945,0.5151,0.0309,0.0085,0.0047,14268,7221,0.5061,0.1167,0.0323,0.0178,3307,1839,0.5561,0.027,0.0075,0.0041,34297,21700,0.6327,0.2805,0.0776,0.0429,5291,2659,0.5026,0.0433,0.012,0.0066,94058,52868,0.5621,0.7692,0.2128,0.1176,High,1,1,0,1,0,557,0
18029,1639,0,0.0909,0.0,0.0,157,4,0.0255,0.0087,0.0958,0.0,0,0,0.5016,0.0,0.0,0.0,7758,4796,0.6182,0.4303,4.7334,0.0637,0,0,0.8373,0.0,0.0,0.0,0,0,0.5185,0.0,0.0,0.009,824,366,0.4442,0.0457,0.5027,0.3779,0,0,0.3967,0.0,0.0,0.1101,0,0,0.5061,0.0,0.0,0.3023,0,0,0.5073,0.0,0.0,0.0172,7651,1164,0.1521,0.4244,4.6681,0.9031,0,0,0.5018,0.0,0.0,0.0657,16390,6330,0.3862,0.9091,10.0,1.2948,No,0,0,0,1,0,633,1
0,47686,22321,7.1125,11.6049,0.4681,0,0,0.3965,0.0861,0.0,0.0,0,0,0.5014,0.017,0.0,0.0,0,0,0.5889,0.3251,0.0,0.0,0,0,0.6933,0.0,0.0,0.0,0,0,0.5586,0.0296,0.0,0.0,733,382,0.5211,0.086,0.0154,0.0328,87,87,1.0,0.0223,0.0018,0.0039,0,0,0.5064,0.0,0.0,0.0,0,0,0.5098,0.0249,0.0,0.0,8974,4671,0.5205,0.0772,0.1882,0.402,352,179,0.5085,0.0413,0.0074,0.0158,10146,5319,0.5242,1.2226,0.2128,0.4545,No,1,0,0,1,0,544,1
88668,150053,197797,1.6923,2.2308,1.3182,4538,1935,0.4264,0.0512,0.0302,0.0229,0,0,0.5059,0.0,0.0,0.0,13017,8339,0.6406,0.1468,0.0867,0.0658,0,0,0.3872,0.0,0.0,0.0,0,0,0.5343,0.0,0.0,0.0,8738,3608,0.4129,0.0985,0.0582,0.0442,2940,1062,0.3612,0.0332,0.0196,0.0149,0,0,0.506,0.0,0.0,0.0,4261,2133,0.5006,0.0481,0.0284,0.0215,29570,11152,0.3771,0.3335,0.1971,0.1495,5142,2581,0.5019,0.058,0.0343,0.026,68206,30810,0.4517,0.7692,0.4545,0.3448,No,1,1,0,1,0,630,0
39699,396990,3970,10.0,0.1,0.01,2225,1419,0.6378,0.056,0.0056,0.5605,0,0,0.502,0.0,0.0,0.0,6056,3092,0.5106,0.1525,0.0153,1.5254,0,0,1.018,0.0,0.0,0.0,567,312,0.5503,0.0143,0.0014,0.1428,7384,3815,0.5167,0.186,0.0186,1.8599,4229,860,0.2034,0.1065,0.0107,1.0652,0,0,0.5062,0.0,0.0,0.0,308,168,0.5455,0.0078,0.0008,0.0776,16136,7778,0.482,0.4065,0.0406,4.0645,2794,1404,0.5025,0.0704,0.007,0.7038,39699,18848,0.4748,1.0,0.1,9.9997,Low,1,0,0,1,0,619,0
15887,3530,208294,0.2222,13.111,59.0068,830,395,0.4759,0.0522,0.2351,0.004,3742,1871,0.5,0.2355,1.0601,0.018,1893,1199,0.6334,0.1192,0.5363,0.0091,0,0,0.8367,0.0,0.0,0.0,0,0,0.4461,0.0,0.0,0.0,1962,1004,0.5117,0.1235,0.5558,0.0094,514,260,0.5058,0.0324,0.1456,0.0025,0,0,0.5062,0.0,0.0,0.0,0,0,0.5015,0.0,0.0,0.0,8280,4828,0.5831,0.5212,2.3456,0.0398,431,216,0.5012,0.0271,0.1221,0.0021,17652,9773,0.5536,1.1111,5.0006,0.0847,No,1,0,0,1,0,482,1
238986,614534,597464,2.5714,2.5,0.9722,23287,20104,0.8633,0.0974,0.0379,0.039,9269,4669,0.5037,0.0388,0.0151,0.0155,50281,33128,0.6589,0.2104,0.0818,0.0842,0,0,0.6177,0.0,0.0,0.0,0,0,0.4754,0.0,0.0,0.0,40782,22346,0.5479,0.1706,0.0664,0.0683,13307,6649,0.4997,0.0557,0.0217,0.0223,0,0,0.5063,0.0,0.0,0.0,15353,7686,0.5006,0.0642,0.025,0.0257,0,0,0.6315,0.0,0.0,0.0,18425,9279,0.5036,0.0771,0.03,0.0308,170704,103861,0.6084,0.7143,0.2778,0.2857,No,1,1,0,1,0,588,0
78255,46953,735597,0.6,9.4,15.6667,5211,4118,0.7903,0.0666,0.111,0.0071,4112,2072,0.5039,0.0525,0.0876,0.0056,12464,6306,0.5059,0.1593,0.2655,0.0169,0,0,0.752,0.0,0.0,0.0,8042,4206,0.523,0.1028,0.1713,0.0109,4253,2192,0.5154,0.0543,0.0906,0.0058,1959,991,0.5059,0.025,0.0417,0.0027,11777,5960,0.5061,0.1505,0.2508,0.016,1704,852,0.5,0.0218,0.0363,0.0023,26681,16618,0.6228,0.3409,0.5682,0.0363,2052,1033,0.5034,0.0262,0.0437,0.0028,78255,44348,0.5667,1.0,1.6667,0.1064,High,1,0,0,1,0,495,0
188674,1021982,1871013,5.4167,9.9166,1.8308,5382,666,0.1237,0.0285,0.0053,0.0029,21315,10678,0.501,0.113,0.0209,0.0114,5764,2905,0.504,0.0306,0.0056,0.0031,0,0,0.925,0.0,0.0,0.0,1682,854,0.5077,0.0089,0.0016,0.0009,40256,18869,0.4687,0.2134,0.0394,0.0215,3836,1036,0.2701,0.0203,0.0038,0.0021,46999,23786,0.5061,0.2491,0.046,0.0251,3946,1581,0.4007,0.0209,0.0039,0.0021,16670,3059,0.1835,0.0884,0.0163,0.0089,11378,5744,0.5048,0.0603,0.0111,0.0061,157228,69178,0.44,0.8333,0.1538,0.084,High,1,1,1,1,1,537,0
82169,664821,112048,8.0909,1.3636,0.1685,941,106,0.1126,0.0115,0.0014,0.0084,0,0,0.5048,0.0,0.0,0.0,9510,4878,0.5129,0.1157,0.0143,0.0849,0,0,1.1263,0.0,0.0,0.0,0,0,0.4196,0.0,0.0,0.0,9917,4329,0.4365,0.1207,0.0149,0.0885,7704,1149,0.1491,0.0938,0.0116,0.0688,19614,9927,0.5061,0.2387,0.0295,0.175,473,258,0.5455,0.0058,0.0007,0.0042,22194,6317,0.2846,0.2701,0.0334,0.1981,4346,2170,0.4993,0.0529,0.0065,0.0388,74699,29134,0.39,0.9091,0.1124,0.6667,No,1,0,1,1,0,665,0
204368,1839312,3269888,9.0,16.0,1.7778,7408,3111,0.42,0.0362,0.004,0.0023,32224,16154,0.5013,0.1577,0.0175,0.0099,8707,4485,0.5151,0.0426,0.0047,0.0027,0,0,0.5586,0.0,0.0,0.0,0,0,0.533,0.0,0.0,0.0,65986,34244,0.519,0.3229,0.0359,0.0202,16483,8305,0.5039,0.0807,0.009,0.005,0,0,0.506,0.0,0.0,0.0,6527,3564,0.546,0.0319,0.0035,0.002,49971,29836,0.5971,0.2445,0.0272,0.0153,17062,8597,0.5039,0.0835,0.0093,0.0052,204368,108296,0.5299,1.0,0.1111,0.0625,No,1,1,0,1,1,467,1
343136,1185380,1310156,3.4545,3.8182,1.1053,20526,13265,0.6463,0.0598,0.0173,0.0157,0,0,0.5006,0.0,0.0,0.0,8744,4459,0.5099,0.0255,0.0074,0.0067,0,0,1.0251,0.0,0.0,0.0,2600,1390,0.5346,0.0076,0.0022,0.002,75165,42598,0.5667,0.2191,0.0634,0.0574,13929,11854,0.851,0.0406,0.0118,0.0106,71727,36301,0.5061,0.209,0.0605,0.0547,6022,3015,0.5007,0.0175,0.0051,0.0046,95868,64463,0.6724,0.2794,0.0809,0.0732,17361,8743,0.5036,0.0506,0.0146,0.0133,311942,186088,0.5965,0.9091,0.2632,0.2381,High,1,0,1,1,1,650,0
34573,428705,38030,12.4,1.1,0.0887,890,325,0.3652,0.0257,0.0021,0.0234,0,0,0.5045,0.0,0.0,0.0,6919,3817,0.5517,0.2001,0.0161,0.1819,0,0,0.6507,0.0,0.0,0.0,479,200,0.4175,0.0139,0.0011,0.0126,6946,3219,0.4634,0.2009,0.0162,0.1826,3031,1328,0.4381,0.0877,0.0071,0.0797,13061,6610,0.5061,0.3778,0.0305,0.3434,348,174,0.5,0.0101,0.0008,0.0092,0,0,0.4438,0.0,0.0,0.0,2899,1452,0.5009,0.0839,0.0068,0.0762,34573,17125,0.4953,1.0,0.0806,0.9091,Low,1,0,0,1,0,602,0
73423,241247,624096,3.2857,8.5,2.587,7647,6437,0.8418,0.1041,0.0317,0.0123,0,0,0.504,0.0,0.0,0.0,12874,6602,0.5128,0.1753,0.0534,0.0206,0,0,1.3811,0.0,0.0,0.0,0,0,0.4923,0.0,0.0,0.0,16434,9621,0.5854,0.2238,0.0681,0.0263,4400,2005,0.4557,0.0599,0.0182,0.0071,0,0,0.5061,0.0,0.0,0.0,4254,1894,0.4452,0.0579,0.0176,0.0068,0,0,0.1814,0.0,0.0,0.0,6836,3422,0.5006,0.0931,0.0283,0.011,52445,29981,0.5717,0.7143,0.2174,0.084,No,1,0,0,1,0,564,0
24927,22434,37390,0.9,1.5,1.6667,1019,430,0.422,0.0409,0.0454,0.0273,10524,5271,0.5009,0.4222,0.4691,0.2815,3972,2016,0.5076,0.1593,0.1771,0.1062,0,0,0.6382,0.0,0.0,0.0,1761,924,0.5247,0.0706,0.0785,0.0471,5598,2888,0.5159,0.2246,0.2495,0.1497,852,431,0.5059,0.0342,0.038,0.0228,0,0,0.5063,0.0,0.0,0.0,0,0,0.4934,0.0,0.0,0.0,0,0,0.3667,0.0,0.0,0.0,1201,604,0.5029,0.0482,0.0535,0.0321,24927,12564,0.504,1.0,1.1111,0.6667,High,1,0,0,1,0,634,1
